id,title,authors,subjects,bookshelves,summary,download_count,reading_ease_score,issued,cover_image,text_url,source_url,removed_from_catalog
60,The Scarlet Pimpernel,"Orczy, Emmuska Orczy, Baroness","Adventure stories; Blakeney, Percy, Sir (Fictitious character) -- Fiction; British -- France -- Fiction; France -- History -- Revolution, 1789-1799 -- Fiction; Historical fiction; Nobility -- Fiction",Adventure; Best Books Ever Listings; Category: Adventure; Category: British Literature; Category: Historical Novels; Movie Books,"""The Scarlet Pimpernel"" by Baroness Emmuska Orczy Orczy is a historical fiction novel published in 1905. Set during the French Revolution's Reign of Terror, it follows a mysterious Englishman who rescues aristocrats from the guillotine. Sir Percy Blakeney appears to be merely a wealthy fop, but conceals a daring secret identity. When his wife Marguerite becomes entangled in a dangerous plot involving a French agent, she must uncover the truth about her husband before it's too late. (This is an automatically generated summary.)",2706,77.30,2006-03-08T00:00:00.000Z,https://www.gutenberg.org/cache/epub/60/pg60.cover.medium.jpg,https://www.gutenberg.org/files/60/60.txt,https://www.gutenberg.org/ebooks/60,
61,The Communist Manifesto,"Marx, Karl; Engels, Friedrich",Communism; Socialism,"Banned Books from Anne Haight's list; Category: Economics; Category: Essays, Letters & Speeches; Category: History - Modern (1750+); Category: Philosophy & Ethics; Category: Politics; Philosophy; Politics","""The Communist Manifesto"" by Karl Marx and Friedrich Engels is a political pamphlet published in 1848. Commissioned by the Communist League, it presents the theory that all history is shaped by class struggle. The authors analyze how capitalism creates conflict between the working class and those who own the means of production. They predict capitalism will destroy itself through internal contradictions, leading to revolution and a classless society. The manifesto outlines transitional policies and ends with its famous call for working-class solidarity across all nations. (This is an automatically generated summary.)",7789,38.00,2005-01-25T00:00:00.000Z,https://www.gutenberg.org/cache/epub/61/pg61.cover.medium.jpg,https://www.gutenberg.org/files/61/61.txt,https://www.gutenberg.org/ebooks/61,
62,A princess of Mars,"Burroughs, Edgar Rice","Carter, John (Fictitious character) -- Fiction; Dejah Thoris (Fictitious character) -- Fiction; Mars (Planet) -- Fiction; Princesses -- Fiction; Science fiction",Best Books Ever Listings; Category: Adventure; Category: Science-Fiction & Fantasy; Science Fiction,"""A Princess of Mars"" by Edgar Rice Burroughs is a science fantasy novel first serialized in 1912. Confederate veteran John Carter is mysteriously transported to Mars, a dying desert planet called Barsoom. With superhuman strength from the planet's lower gravity, he becomes entangled with warlike Green Martians and rescues Dejah Thoris, a princess of the humanoid Red Martians. Carter must navigate deadly political conflicts between alien races while fighting to protect the princess and save all life on Mars from extinction. (This is an automatically generated summary.)",20633,59.10,1993-04-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/62/pg62.cover.medium.jpg,https://www.gutenberg.org/files/62/62.txt,https://www.gutenberg.org/ebooks/62,
63,"The Number ""e""",Unknown,Mathematical constants; Mathematics,Category: Mathematics; Historical Fiction,"""The Number 'e'"" by Unknown is a mathematical publication likely written in the late 20th century. The book appears to delve into the mathematical constant 'e' and provides an extensive computation of its value to a hundred thousand decimal places, showcasing both the calculation methodology and the significance of this number in mathematics.  The opening section primarily presents the calculated value of 'e', systematically displayed to an astonishing degree of precision. It notes the computational technique used to derive this expansive sequence, involving an alternating series to determine the value of 1/e, which is subsequently inverted to arrive at 'e'. The text illustrates the technical process and the time it took to execute the calculations, providing insight into the computational advancements in mathematics. Overall, this beginning sets the stage for a detailed exploration of the mathematical constant 'e', highlighting its importance and the complexity inherent in its calculation. (This is an automatically generated summary.)",705,,1993-04-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/63/pg63.cover.medium.jpg,https://www.gutenberg.org/files/63/63.txt,https://www.gutenberg.org/ebooks/63,
64,The gods of Mars,"Burroughs, Edgar Rice","Carter, John (Fictitious character) -- Fiction; Dejah Thoris (Fictitious character) -- Fiction; Life on other planets -- Fiction; Mars (Planet) -- Fiction; Science fiction",Category: Adventure; Category: American Literature; Category: Novels; Category: Science-Fiction & Fantasy; Science Fiction,"""The Gods of Mars"" by Edgar Rice Burroughs is a science fantasy novel first published as a serial in 1913. John Carter returns to Mars after ten years, only to materialize in the Valley Dor—the Martian afterlife from which no one may leave. There he discovers a dark truth: the supposed gods of Mars are frauds who enslave and devour pilgrims seeking paradise. Carter must fight through layers of deception, rescue his beloved Dejah Thoris, and lead a massive fleet against false deities to expose the lies that have deceived an entire world. (This is an automatically generated summary.)",29142,75.30,1993-05-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/64/pg64.cover.medium.jpg,https://www.gutenberg.org/files/64/64.txt,https://www.gutenberg.org/ebooks/64,
65,"The First 100,000 Prime Numbers",Unknown,"Mathematics; Numbers, Prime",Category: Encyclopedias/Dictionaries/Reference; Category: Mathematics,,604,,1993-05-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/65/pg65.cover.medium.jpg,https://www.gutenberg.org/cache/epub/65/pg65.txt.utf8,https://www.gutenberg.org/ebooks/65,
66,The Dawn of Amateur Radio in the U.K. and Greece: A Personal View,"Joly, Norman F.",Radio broadcasting,Category: Engineering & Technology; Category: History - Modern (1750+),"""The Dawn of Amateur Radio in the U.K. and Greece: A Personal View"" by Norman F. Joly is a historical account likely written in the late 20th century. This work chronicles the development of amateur radio, particularly focusing on its evolution in the United Kingdom and Greece, through both a scientific lens and personal anecdotes from the author’s experiences and observations within the radio amateur community.  The opening of the book introduces readers to the historical roots of electricity and its pivotal role in the creation of radio communications. Joly begins by detailing key figures in the history of electricity, such as Thales of Miletus and Benjamin Franklin, and explores their contributions to the understanding of electric phenomena. The subsequent chapters promise to delve into the milestones of radio communication, including the advent of amateur radio and notable events like the transatlantic tests of the early 1920s and the struggles faced by early Greek radio amateurs during their formative years. The text sets a tone of exploration and reverence for the contributions of amateur radio enthusiasts, emphasizing their significant role in technological innovation and communication. (This is an automatically generated summary.)",811,60.90,1993-05-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/66/pg66.cover.medium.jpg,https://www.gutenberg.org/files/66/66.txt,https://www.gutenberg.org/ebooks/66,
67,The Black Experience in America,"Coombs, Norman",African Americans -- History; Slavery -- United States -- History,Category: History - American,"""The Black Experience in America"" by Norman Coombs is a historical account written in the early 1990s. The book delves into the complex and multifaceted narratives surrounding the African American experience, tracing the journey from the African origins through slavery and into the struggles for civil rights. It seeks to illuminate the unique cultural contributions of African Americans while examining the harsh realities of racism and oppression faced throughout American history.  The opening of the book sets the stage for this exploration by discussing the historical context of African origins and the beginning of slavery in America. Coombs introduces the idea of Africa as the cradle of humankind, illustrating the rich heritage that was forcibly disrupted by the transatlantic slave trade. It highlights the establishment of powerful West African empires and the subsequent dynamics of the slave trade, as well as the early economic systems that contributed to the dehumanization and commodification of African bodies in America. This foundational portion establishes a critical understanding of how the African heritage has profoundly shaped the American cultural landscape, laying the groundwork for further discussions on the diverse responses of African Americans to their circumstances. (This is an automatically generated summary.)",960,52.40,1993-05-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/67/pg67.cover.medium.jpg,https://www.gutenberg.org/files/67/67.txt,https://www.gutenberg.org/ebooks/67,
68,The warlord of Mars,"Burroughs, Edgar Rice","Carter, John (Fictitious character) -- Fiction; Dejah Thoris (Fictitious character) -- Fiction; Mars (Planet) -- Fiction; Science fiction",Category: Adventure; Category: Science-Fiction & Fantasy; Science Fiction,"""The Warlord of Mars"" by Edgar Rice Burroughs is a science fantasy novel written in 1913 and published in 1914. John Carter races across the frozen polar regions of Mars to rescue his imprisoned wife, Princess Dejah Thoris, from vengeful enemies who have abducted her. His desperate pursuit leads him to discover the hidden realm of the Yellow Martians and their tyrannical ruler, triggering battles and rebellions that will determine the fate of multiple Martian kingdoms. (This is an automatically generated summary.)",17563,69.70,1993-06-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/68/pg68.cover.medium.jpg,https://www.gutenberg.org/files/68/68.txt,https://www.gutenberg.org/ebooks/68,
69,The 32nd Mersenne Prime: Predicted by Mersenne,"Slowinski, David","Numbers, Prime; Number theory",Category: Mathematics; Mathematics,"""The 32nd Mersenne Prime"" by David Slowinski is a scientific publication likely written in the early 21st century. The text appears to delve into the discovery of a significant prime number, specifically the 32nd Mersenne Prime, highlighting its mathematical importance and the computational power involved in verifying its existence.   The opening of the work presents the discovery of the 32nd Mersenne Prime in February 1993, attributing the breakthrough to the efforts surrounding Andrew Wiles' proof of Fermat's Last Theorem. The Mersenne number, represented in a lengthy numeric form, showcases the scale of what the author describes, indicating not just the numerical value but also the process required to compute such a prime number. This section serves as an introduction to the complexity of prime numbers and the excitement surrounding significant mathematical milestones, potentially engaging readers interested in number theory and computational mathematics. (This is an automatically generated summary.)",749,,1993-06-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/69/pg69.cover.medium.jpg,https://www.gutenberg.org/files/69/69.txt,https://www.gutenberg.org/ebooks/69,
70,What Is Man? and Other Essays,"Twain, Mark",American essays,"Category: American Literature; Category: Essays, Letters & Speeches; Category: Philosophy & Ethics","""What Is Man? and Other Essays"" by Mark Twain is a collection of essays and philosophical dialogues written in the late 19th century. The essays explore profound inquiries into human nature, morality, and the influences that shape our thoughts and behaviors. The opening dialogue focuses on a conversation between an Old Man and a Young Man, wherein they debate whether human beings are merely machines driven by external influences, leading to a discussion about personal merit and the essence of free will.  The beginning of this work sets the stage for Twain’s exploration of existential questions and the concept of man as a machine. The Old Man argues that individuals do not create their thoughts or actions independently; instead, they are influenced and shaped by their experiences and environment, likening humanity's state to that of a complex engine rather than free-thinking beings. He discusses the origins of opinions and virtues, suggesting that every impulse—whether for noble or selfish reasons—is ultimately aimed at appeasing one's inner self. This establishes a provocative premise that invites readers to reflect on the essence of their own motives and the nature of human existence. (This is an automatically generated summary.)",2272,69.30,2004-09-13T00:00:00.000Z,https://www.gutenberg.org/cache/epub/70/pg70.cover.medium.jpg,https://www.gutenberg.org/files/70/70.txt,https://www.gutenberg.org/ebooks/70,
71,On the Duty of Civil Disobedience,"Thoreau, Henry David","Civil disobedience; Government, Resistance to","Category: American Literature; Category: Essays, Letters & Speeches; Category: Philosophy & Ethics; Category: Politics","""On the Duty of Civil Disobedience"" by Henry David Thoreau is an essay first published in 1849. Thoreau argues that individuals must follow their conscience over unjust laws, challenging the idea that citizens should passively obey government authority. Motivated by his opposition to slavery and the Mexican-American War, he contends that governments often enable injustice rather than prevent it. The essay became a foundational text for nonviolent resistance, profoundly influencing activists like Mahatma Gandhi and Martin Luther King Jr. in their struggles for justice and social change. (This is an automatically generated summary.)",3744,60.90,1993-06-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/71/pg71.cover.medium.jpg,https://www.gutenberg.org/files/71/71.txt,https://www.gutenberg.org/ebooks/71,
72,"Thuvia, maid of Mars","Burroughs, Edgar Rice",Mars (Planet) -- Fiction; Martians -- Fiction; Science fiction,Category: Adventure; Category: American Literature; Category: Romance; Category: Science-Fiction & Fantasy; Science Fiction,"""Thuvia, Maid of Mars"" by Edgar Rice Burroughs is a science fantasy novel published in 1916. The fourth book in the Barsoom series shifts focus to Carthoris, son of John Carter, who loves Princess Thuvia of Ptarth—a woman promised to another. When Thuvia is kidnapped and Carthoris is framed, war threatens to erupt between Martian nations. His desperate rescue mission leads him to ancient Lothar, where a mysterious race creates deadly illusions from pure thought. (This is an automatically generated summary.)",43298,79.20,1993-07-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/72/pg72.cover.medium.jpg,https://www.gutenberg.org/files/72/72.txt,https://www.gutenberg.org/ebooks/72,
73,The Red Badge of Courage: An Episode of the American Civil War,"Crane, Stephen","Chancellorsville, Battle of, Chancellorsville, Va., 1863 -- Fiction; Historical fiction; United States -- History -- Civil War, 1861-1865 -- Fiction; Virginia -- History -- Civil War, 1861-1865 -- Fiction; War stories","Best Books Ever Listings; Bestsellers, American, 1895-1923; Category: American Literature; Category: Classics of Literature; Category: History - American; Category: History - Warfare; Category: Novels; Historical Fiction; US Civil War","""The Red Badge of Courage: An Episode of the American Civil War"" by Stephen Crane is a war novel published in 1895. The story follows Henry Fleming, a young Union Army private who flees from battle during the American Civil War. Overwhelmed by shame and cowardice, he desperately longs for a wound—a ""red badge of courage""—to redeem himself. When his regiment faces combat again, Henry must confront his fears. Known for its psychological realism and vivid battle sequences, the novel explores themes of maturation, heroism, and the true nature of courage. (This is an automatically generated summary.)",15441,83.40,1993-07-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/73/pg73.cover.medium.jpg,https://www.gutenberg.org/files/73/73.txt,https://www.gutenberg.org/ebooks/73,
74,"The Adventures of Tom Sawyer, Complete","Twain, Mark","Adventure stories; Bildungsromans; Boys -- Fiction; Child witnesses -- Fiction; Humorous stories; Male friendship -- Fiction; Mississippi River Valley -- Fiction; Missouri -- Fiction; Runaway children -- Fiction; Sawyer, Tom (Fictitious character) -- Fiction",Banned Books from Anne Haight's list; Banned Books List from the American Library Association; Category: Adventure; Category: American Literature; Category: Classics of Literature; Category: Novels,"""The Adventures of Tom Sawyer, Complete"" by Mark Twain is a novel published in 1876 about a mischievous boy growing up along the Mississippi River in the 1830s-1840s. Tom Sawyer and his friend Huckleberry Finn navigate childhood adventures that take increasingly dangerous turns when they witness a murder in a graveyard. Sworn to secrecy and living in fear, the boys must decide whether to speak the truth as an innocent man faces trial, while a vengeful killer remains free. (This is an automatically generated summary.)",43362,81.20,2004-07-01T00:00:00.000Z,http://www.gutenberg.org/files/74/74-h/images/cover.jpg,https://www.gutenberg.org/files/74/74.txt,https://www.gutenberg.org/ebooks/74,
75,E-mail 101,"Goodwin, John E.",Electronic mail systems,Category: How To ...,"""E-mail 101"" by John E. Goodwin is an instructional guide written in the early 1990s. The book aims to demystify the process of using Email and the Internet for everyday communication and information retrieval, highlighting its relevance in an increasingly interconnected world. It offers practical steps for users to gain confidence in navigating the Internet, providing an essential resource for new users across various demographics, including students, professionals, and educators.  The opening of ""E-mail 101"" introduces readers to the concept of internetworking, comparing its ease of use to automatic teller machines. Goodwin emphasizes the advantages of having 24-hour access to information and communication, likening it to the shift from traditional banking methods to modern conveniences. Through relatable analogies, he prepares readers for a journey into understanding the essentials of connecting to the Internet, using Email, and familiarizing them with the landscape of online resources. The author mentions that while the initial setup may seem daunting, with guidance, users can quickly adapt to leveraging the Internet for their needs. (This is an automatically generated summary.)",739,62.60,1993-07-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/75/pg75.cover.medium.jpg,https://www.gutenberg.org/files/75/75.txt,https://www.gutenberg.org/ebooks/75,
76,Adventures of Huckleberry Finn,"Twain, Mark","Adventure stories; Bildungsromans; Boys -- Fiction; Finn, Huckleberry (Fictitious character) -- Fiction; Fugitive slaves -- Fiction; Humorous stories; Male friendship -- Fiction; Mississippi River -- Fiction; Missouri -- Fiction; Race relations -- Fiction; Runaway children -- Fiction",Banned Books from Anne Haight's list; Banned Books List from the American Library Association; Best Books Ever Listings; Category: Adventure; Category: American Literature; Category: Classics of Literature; Category: Novels,"""Adventures of Huckleberry Finn"" by Mark Twain is a picaresque novel published in 1884-1885. Told in vernacular English, it follows young Huck Finn as he escapes his abusive father and flees down the Mississippi River with Jim, an enslaved man seeking freedom. Their journey brings encounters with feuding families, con artists, and moral dilemmas that challenge Huck's conscience. Set in the antebellum South, this sequel to ""Tom Sawyer"" is celebrated for its portrayal of boyhood and its satirical examination of racism and society. (This is an automatically generated summary.)",35498,85.90,2004-06-29T00:00:00.000Z,http://www.gutenberg.org/files/76/76-h/images/cover.jpg,https://www.gutenberg.org/files/76/76.txt,https://www.gutenberg.org/ebooks/76,
77,The House of the Seven Gables,"Hawthorne, Nathaniel",Domestic fiction; Haunted houses -- Fiction; Historical fiction; Paranormal fiction; Salem (Mass.) -- Fiction,Best Books Ever Listings; Category: American Literature; Category: Classics of Literature; Category: Novels,"""The House of the Seven Gables"" by Nathaniel Hawthorne is a Gothic novel written beginning in mid-1850 and published in April 1851. The story follows a New England family haunted by an ancient curse tied to their ancestral home, built on land wrongfully seized during the Salem Witch Trials. Exploring themes of guilt, retribution, and atonement, the novel weaves together past and present as impoverished Hepzibah Pyncheon, her brother Clifford, and their young cousin Phoebe confront family secrets and the mysterious death of Judge Jaffrey Pyncheon. (This is an automatically generated summary.)",3729,64.80,1993-08-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/77/pg77.cover.medium.jpg,https://www.gutenberg.org/files/77/77.txt,https://www.gutenberg.org/ebooks/77,
78,Tarzan of the Apes,"Burroughs, Edgar Rice",Adventure stories; Africa -- Fiction; British -- Africa -- Fiction; Fantasy fiction; Tarzan (Fictitious character) -- Fiction; Wild men -- Fiction,Adventure; Category: Adventure; Category: American Literature; Category: Novels; Movie Books,"""Tarzan of the Apes"" by Edgar Rice Burroughs is a novel published in 1914. When an English nobleman's infant son is orphaned in the African jungle, he is adopted and raised by apes. Named Tarzan, meaning ""White Skin,"" he grows up torn between his ape family and his human heritage. His world changes dramatically when a new group arrives, including Jane Porter, the first white woman he encounters. This tale explores identity, civilization, and the conflict between nature and heredity. (This is an automatically generated summary.)",3423,76.50,1993-08-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/78/pg78.cover.medium.jpg,https://www.gutenberg.org/files/78/78.txt,https://www.gutenberg.org/ebooks/78,
79,Terminal Compromise,"Schwartau, Winn","Computer security -- Fiction; Didactic fiction; Privacy, Right of -- Fiction; Records -- Access control -- Fiction","Category: American Literature; Category: Crime, Thrillers and Mystery; Category: Novels","""Terminal Compromise"" by Winn Schwartau is a high-tech thriller written in the early 1990s, creatively addressing contemporary issues of computer security and cyber-terrorism. The narrative follows several characters, including Taki Homosoto—a vengeful survivor of Hiroshima, Miles Foster—a brilliant yet disillusioned mathematical analyst from the National Security Agency, and Scott Mason—a New York Times reporter. The story seems poised to explore themes of personal vendettas, large-scale cyber attacks, and their implications on American society and security.  The opening of ""Terminal Compromise"" introduces the reader to a world fraught with imminent threats and high-stakes scenarios involving key players. Taki Homosoto's backstory reveals a deep-seated hatred for America rooted in the destruction of his home city, while Miles Foster grapples with his own frustrations within the bureaucracy of the NSA. As the plot unfolds, we witness Miles's conflicted loyalties and his decision to engage with foreign entities, hinting at a larger conspiracy that may challenge the very fabric of the United States. The tension escalates as Scott Mason begins to uncover alarming connections between these characters and the catastrophic potential of cyber warfare. (This is an automatically generated summary.)",27444,76.80,1993-08-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/79/pg79.cover.medium.jpg,https://www.gutenberg.org/files/79/79.txt,https://www.gutenberg.org/ebooks/79,
80,The Online World,"De Presno, Odd",Internet,Category: Engineering & Technology; Category: How To ...,"""The Online World"" by Odd De Presno is a guidebook on utilizing online services and resources, written during the early 1990s. The book aims to explore the expansive realm of online information resources available at that time, focusing on practical applications that individuals, educators, and professionals can leverage. It provides insights into various online offerings, including databases, communication networks, and entertainment platforms, making it relevant for anyone looking to navigate the budding digital landscape.  The opening of ""The Online World"" introduces readers to the author's intent and the book's structure. In the preface, de Presno outlines that the book is designed to be accessible, catering to a wide audience—from novices to experienced online users. The subsequent lines highlight the interconnectedness of online services and the diverse applications available, emphasizing stories of individuals leveraging these technologies for personal, educational, and professional gain. The chapter begins with an anecdote showcasing the value of online information in managing health issues and expands upon various user experiences that illustrate the transformative nature of online communication, making a compelling case for the necessity of understanding and utilizing the online world. (This is an automatically generated summary.)",2951,57.90,1993-09-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/80/pg80.cover.medium.jpg,https://www.gutenberg.org/files/80/80.txt,https://www.gutenberg.org/ebooks/80,
81,The Return of Tarzan,"Burroughs, Edgar Rice",Adventure stories; Fantasy fiction; Tarzan (Fictitious character) -- Fiction,Category: Adventure; Category: Novels,"""The Return of Tarzan"" by Edgar Rice Burroughs is a novel first published in 1913. After sacrificing his chance to marry Jane Porter, Tarzan travels to Europe where he makes deadly enemies of the villains Rokoff and Paulovitch. His adventures lead him through France, Algeria, and eventually back to the African jungle of his youth. There, he becomes chief of the Waziri tribe and discovers the lost city of Opar. Meanwhile, Jane's yacht expedition along Africa's coast leads to unexpected reunions and life-threatening dangers in the wilderness. (This is an automatically generated summary.)",2012,77.60,1993-09-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/81/pg81.cover.medium.jpg,https://www.gutenberg.org/files/81/81.txt,https://www.gutenberg.org/ebooks/81,
82,Ivanhoe: A Romance,"Scott, Walter","Anglo-Saxons -- Fiction; Great Britain -- History -- Richard I, 1189-1199 -- Fiction; Historical fiction; Ivanhoe, Wilfred of, Sir (Fictitious character) -- Fiction; Jews -- England -- Fiction; Knights and knighthood -- Fiction; Love stories; Normans -- Great Britain -- Fiction; Triangles (Interpersonal relations) -- Fiction",Best Books Ever Listings; Category: British Literature; Category: Historical Novels; Category: Novels; Historical Fiction,"""Ivanhoe: A Romance"" by Walter Scott is a historical novel published in December 1819. Set in 1194 England, it tells the story of Saxon knight Wilfred of Ivanhoe, disinherited for his loyalty to Norman King Richard the Lionheart and forbidden love for Lady Rowena. The novel weaves together tournaments, outlaws, and deep divisions between Jews and Christians, Normans and Saxons. Scott's vivid portrayal of medieval England sparked widespread fascination with chivalry and the Middle Ages, influencing how generations would imagine figures like Richard the Lionheart and Robin Hood. (This is an automatically generated summary.)",5505,60.90,2008-06-25T00:00:00.000Z,https://www.gutenberg.org/cache/epub/82/pg82.cover.medium.jpg,https://www.gutenberg.org/files/82/82.txt,https://www.gutenberg.org/ebooks/82,
83,"From the Earth to the moon; and, round the moon","Verne, Jules",Manned space flight -- Fiction; Moon -- Fiction; Science fiction; Space flight to the moon -- Fiction; Space ships -- Fiction,Category: Classics of Literature; Category: French Literature; Category: Novels; Category: Science-Fiction & Fantasy; Movie Books; Science Fiction,"""From the Earth to the Moon; and, Round the Moon"" by Jules Verne is a novel published in 1865. After the American Civil War, the Baltimore Gun Club proposes an audacious plan: build a massive cannon to launch three men to the Moon. When the club's president, his rival, and a French adventurer volunteer for the journey, they must solve the problem of surviving the explosive acceleration. The projectile launches successfully, but their fate remains uncertain until the sequel reveals their voyage through space. (This is an automatically generated summary.)",13395,70.00,1993-09-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/83/pg83.cover.medium.jpg,https://www.gutenberg.org/files/83/83.txt,https://www.gutenberg.org/ebooks/83,
84,"Frankenstein; or, the modern prometheus","Shelley, Mary Wollstonecraft","Frankenstein's monster (Fictitious character) -- Fiction; Frankenstein, Victor (Fictitious character) -- Fiction; Gothic fiction; Horror tales; Monsters -- Fiction; Science fiction; Scientists -- Fiction",Category: British Literature; Category: Classics of Literature; Category: Novels; Category: Science-Fiction & Fantasy; Gothic Fiction; Movie Books; Precursors of Science Fiction; Science Fiction by Women,"""Frankenstein; Or, The Modern Prometheus"" by Mary Wollstonecraft Shelley is a Gothic novel published in 1818. It tells the story of Victor Frankenstein, a young scientist who creates a living creature from assembled body parts in an unorthodox experiment. When the creature awakens, Victor flees in horror, abandoning his creation. The conscious being must navigate a world that fears him, learning language and seeking connection, only to face repeated rejection. Embittered and alone, the creature confronts his creator with a desperate request that will set both on a dark path of vengeance and tragedy. (This is an automatically generated summary.)",75458,65.00,1993-10-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/84/pg84.cover.medium.jpg,https://www.gutenberg.org/files/84/84.txt,https://www.gutenberg.org/ebooks/84,
85,The Beasts of Tarzan,"Burroughs, Edgar Rice",Adventure stories; Fantasy fiction; Jungle animals -- Fiction; Tarzan (Fictitious character) -- Fiction,Adventure; Category: Adventure; Category: Novels; Category: Science-Fiction & Fantasy; Movie Books,"""The Beasts of Tarzan"" by Edgar Rice Burroughs is a novel serialized in 1914 and published in book form in 1916. When vengeful enemies kidnap Tarzan's infant son Jack, they exile the ape-man to a remote jungle island while threatening the child with a cannibal tribe. Aided by a panther, intelligent apes, and a native warrior, Tarzan pursues his captors across the mainland in a desperate race to rescue his family and exact justice on those who wronged him. (This is an automatically generated summary.)",1181,72.70,1993-10-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/85/pg85.cover.medium.jpg,https://www.gutenberg.org/files/85/85.txt,https://www.gutenberg.org/ebooks/85,
86,A Connecticut Yankee in King Arthur's Court,"Twain, Mark",Americans -- Great Britain -- Fiction; Arthurian romances -- Adaptations; Britons -- Fiction; Fantasy fiction; Kings and rulers -- Fiction; Knights and knighthood -- Fiction; Satire; Time travel -- Fiction,Arthurian Legends; Category: American Literature; Category: Classics of Literature; Category: Humour; Category: Novels; Category: Science-Fiction & Fantasy; Precursors of Science Fiction,"""A Connecticut Yankee in King Arthur's Court"" by Mark Twain is a novel published in 1889. When Hank Morgan, a Connecticut engineer, receives a blow to the head, he awakens in medieval England during King Arthur's reign. Using his modern knowledge, he poses as a powerful magician and becomes the king's chief adviser. Hank attempts to modernize the past and implement democratic reforms, but faces opposition from Merlin, the nobility, and the Church in this satirical tale about progress, power, and conflicting eras. (This is an automatically generated summary.)",22731,75.70,2004-07-07T00:00:00.000Z,http://www.gutenberg.org/files/86/86-h/images/cover.jpg,https://www.gutenberg.org/files/86/86.txt,https://www.gutenberg.org/ebooks/86,
87,The 1993 CIA World Factbook,United States. Central Intelligence Agency,"Geography -- Handbooks, manuals, etc.; Political science -- Handbooks, manuals, etc.; Political statistics -- Handbooks, manuals, etc.; World politics -- Handbooks, manuals, etc.",Category: Encyclopedias/Dictionaries/Reference; CIA World Factbooks,"""The 1993 CIA World Factbook"" by the United States Central Intelligence Agency is a comprehensive reference publication compiled in the early 1990s. This edition serves as a detailed resource for information regarding various countries and territories of the world, specifically focusing on aspects like geography, demographics, economy, and government structures.  At the start of this edition, the authors outline the process of its compilation and present a structure to facilitate the retrieval of information efficiently. The preliminary edition includes an extensive list of countries, followed by detailed entries that cover a range of topics such as geography, population statistics, economic indicators, government forms, and more. The opening portion sets the stage for readers to engage with a trove of global facts that can serve as a vital tool for researchers, students, policymakers, and anyone interested in understanding the geopolitical landscape during that period. (This is an automatically generated summary.)",1643,34.40,1993-10-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/87/pg87.cover.medium.jpg,https://www.gutenberg.org/files/87/87.txt,https://www.gutenberg.org/ebooks/87,
88,Price/Cost Indexes from 1875 to 1989; Estimated to 2010,"Hart, Michael",Cost and standard of living,Category: Economics,"""Price/Cost Indexes from 1875 to 1989; Estimated to 2010"" by Michael Hart is a scientific publication that appears to have been written in the late 20th century. The book discusses the fluctuations and trends in price and cost indexes from the late 19th century through the end of the 20th century, emphasizing the evolving value of the dollar over this extensive period.  At the start of the work, the author introduces concepts related to consumer electronics, specifically computers, and how their increasing value since the late 1970s is juxtaposed against inflation and rising costs of other goods. Hart provides examples of early and modern computer prices, illustrating a significant decline in costs coupled with enhanced performance in newer models. The introduction also sets the stage for the subsequent exploration of cost/index figures over various decades, alluding to how inflation affects purchasing power and the perception of value across different eras. This foundational information prepares the reader to delve into more detailed analysis and comparative charts, which will follow in the rest of the publication. (This is an automatically generated summary.)",679,,1993-11-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/88/pg88.cover.medium.jpg,https://www.gutenberg.org/files/88/88.txt,https://www.gutenberg.org/ebooks/88,
